project,pipeline_id,pipeline_iid,branch,status,sha,created_at,started_at,finished_at,duration_seconds,queued_duration_seconds,compile_job_status,compile_job_duration,compile_job_started,compile_job_finished,test_job_status,test_job_duration,test_job_started,test_job_finished,compile_failed,test_failed,compile_cancelled,test_cancelled,stuck,stuck_reason,commit_title,commit_message,duration_minutes,issue_number
A01,5892,27,feature/issue-2-us-02-take-turns-firing-with-h,canceled,104ce0cb531bd4f1afb1ac0a0a323cb6c04509d7,2025-10-12T03:22:12.772Z,,2025-10-12T03:24:10.948Z,,,canceled,,,2025-10-12T03:24:10.369Z,canceled,,,2025-10-12T03:24:10.417Z,False,False,True,True,False,,docs: add Review Agent report for Issue #1,docs: add Review Agent report for Issue #1,,unknown
A01,5893,28,feature/issue-2-us-02-take-turns-firing-with-h,canceled,d377bc96a0a977e90f64aabe74ce5893a8625894,2025-10-12T03:24:09.718Z,,2025-10-12T03:25:37.787Z,,,canceled,,,2025-10-12T03:25:37.155Z,canceled,,,2025-10-12T03:25:37.182Z,False,False,True,True,False,,feat: Implement turn-based firing gameplay for issue #2,feat: Implement turn-based firing gameplay for issue #2,,unknown
A01,5894,29,feature/issue-2-us-02-take-turns-firing-with-h,failed,9d5111f1da65641b25f3bcdd445786f8788b9f30,2025-10-12T03:25:36.561Z,2025-10-12T03:26:02.696Z,2025-10-12T03:26:18.436Z,11.0,26.0,success,5.091235,2025-10-12T03:26:02.365Z,2025-10-12T03:26:07.456Z,failed,6.136844,2025-10-12T03:26:12.103Z,2025-10-12T03:26:18.240Z,False,True,False,False,False,,docs: Add Coding Agent report for Issue #2 implementation,docs: Add Coding Agent report for Issue #2 implementation,0.18,unknown
A01,5895,30,feature/issue-2-us-02-take-turns-firing-with-h,failed,9d5111f1da65641b25f3bcdd445786f8788b9f30,2025-10-12T03:25:43.779Z,2025-10-12T03:26:07.816Z,2025-10-12T03:26:24.553Z,10.0,24.0,success,4.332568,2025-10-12T03:26:07.612Z,2025-10-12T03:26:11.945Z,failed,5.954737,2025-10-12T03:26:18.432Z,2025-10-12T03:26:24.387Z,False,True,False,False,False,,docs: Add Coding Agent report for Issue #2 implementation,docs: Add Coding Agent report for Issue #2 implementation,0.17,unknown
A01,5896,31,feature/issue-2-us-02-take-turns-firing-with-h,failed,4d9c949c272f2175c5a2f1a48aae6966e3f60b7e,2025-10-12T03:30:29.937Z,2025-10-12T03:30:33.843Z,2025-10-12T03:30:47.280Z,10.0,3.0,success,4.328044,2025-10-12T03:30:33.681Z,2025-10-12T03:30:38.009Z,failed,5.923975,2025-10-12T03:30:41.193Z,2025-10-12T03:30:47.117Z,False,True,False,False,False,,test: add comprehensive tests for issue #2 turn-based firing,test: add comprehensive tests for issue #2 turn-based firing,0.17,unknown
A01,5897,32,feature/issue-2-us-02-take-turns-firing-with-h,failed,9ba1560b37b485b886352df0727aa5b469355551,2025-10-12T03:32:37.016Z,2025-10-12T03:32:38.477Z,2025-10-12T03:32:51.971Z,10.0,1.0,success,4.267234,2025-10-12T03:32:38.317Z,2025-10-12T03:32:42.585Z,failed,6.011283,2025-10-12T03:32:45.767Z,2025-10-12T03:32:51.779Z,False,True,False,False,False,,test: add unit tests for Main class turn-based firing functionality,test: add unit tests for Main class turn-based firing functionality,0.17,unknown
A01,5898,33,feature/issue-2-us-02-take-turns-firing-with-h,failed,9ba1560b37b485b886352df0727aa5b469355551,2025-10-12T03:32:49.388Z,2025-10-12T03:32:52.284Z,2025-10-12T03:33:05.797Z,10.0,2.0,success,4.31908,2025-10-12T03:32:51.971Z,2025-10-12T03:32:56.290Z,failed,6.159676,2025-10-12T03:32:59.467Z,2025-10-12T03:33:05.627Z,False,True,False,False,False,,test: add unit tests for Main class turn-based firing functionality,test: add unit tests for Main class turn-based firing functionality,0.17,unknown
A01,5899,34,feature/issue-2-us-02-take-turns-firing-with-h,failed,3bf7e2d56616fa1917b9271ea9f8ae1300120aad,2025-10-12T03:35:18.048Z,2025-10-12T03:35:21.043Z,2025-10-12T03:35:34.658Z,10.0,2.0,success,4.427062,2025-10-12T03:35:20.871Z,2025-10-12T03:35:25.298Z,failed,5.98277,2025-10-12T03:35:28.492Z,2025-10-12T03:35:34.475Z,False,True,False,False,False,,test: fix MainTest_Issue2 to use public methods only,test: fix MainTest_Issue2 to use public methods only,0.17,unknown
A01,5900,35,feature/issue-2-us-02-take-turns-firing-with-h,failed,6f8faef6fc03d2c8471bd90031e4420eeb83bcd3,2025-10-12T03:37:13.619Z,2025-10-12T03:37:16.872Z,2025-10-12T06:15:08.369Z,9466.0,3.0,success,4.376252,2025-10-12T03:37:16.696Z,2025-10-12T03:37:21.072Z,failed,9462.414014,2025-10-12T03:37:25.751Z,2025-10-12T06:15:08.165Z,False,True,False,False,True,unknown_timeout,test: fix GameServiceTest to remove switchPlayer() calls,test: fix GameServiceTest to remove switchPlayer() calls,157.77,unknown
A01,5901,36,feature/issue-2-us-02-take-turns-firing-with-h,failed,6f8faef6fc03d2c8471bd90031e4420eeb83bcd3,2025-10-12T03:37:20.116Z,2025-10-12T03:37:21.480Z,2025-10-12T07:15:09.724Z,9165.0,1.0,success,4.309573,2025-10-12T03:37:21.243Z,2025-10-12T03:37:25.553Z,failed,9161.207966,2025-10-12T04:42:26.667Z,2025-10-12T07:15:07.875Z,False,True,False,False,True,unknown_timeout,test: fix GameServiceTest to remove switchPlayer() calls,test: fix GameServiceTest to remove switchPlayer() calls,152.75,unknown
A01,5902,37,feature/issue-2-us-02-take-turns-firing-with-h,canceled,e8277a45dfb9a3cb4ca15cfe63edf4fa22334202,2025-10-12T03:39:02.423Z,,2025-10-12T03:44:55.323Z,,,canceled,,,2025-10-12T03:44:54.679Z,canceled,,,2025-10-12T03:44:54.734Z,False,False,True,True,False,,docs: add Testing Agent report for issue #2,docs: add Testing Agent report for issue #2,,unknown
A01,5903,38,feature/issue-2-us-02-take-turns-firing-with-h,failed,ac1902c383168278f156a5dd4a2701f3d0729b60,2025-10-12T03:44:53.889Z,2025-10-12T05:47:27.834Z,2025-10-12T08:15:13.341Z,8859.0,7353.0,success,4.521941,2025-10-12T05:47:27.597Z,2025-10-12T05:47:32.119Z,failed,8855.41842,2025-10-12T05:47:37.724Z,2025-10-12T08:15:13.143Z,False,True,False,False,True,unknown_timeout,docs: add Review Agent report for issue #2,docs: add Review Agent report for issue #2,147.65,unknown
A01,5905,40,feature/issue-3-us-03-track-ship-damage-announ,canceled,5cd31b12d85c6446dadca59d7b11bd4cc6e526a1,2025-10-12T03:48:43.696Z,,2025-10-12T03:50:59.571Z,,,canceled,,,2025-10-12T03:50:58.967Z,canceled,,,2025-10-12T03:50:59.032Z,False,False,True,True,False,,Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master',"Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master'

[US-02] Take turns firing with hit/miss feedback

Closes #2

See merge request simulationsprojects_bachelorarbeit_ivan_esau/ba_project_a01_battleship!2",,unknown
A01,5906,41,feature/issue-3-us-03-track-ship-damage-announ,canceled,cb0d6037b41c5fd055678374dc5dae79780a1d84,2025-10-12T03:50:58.365Z,,2025-10-12T03:52:23.368Z,,,canceled,,,2025-10-12T03:52:22.694Z,canceled,,,2025-10-12T03:52:22.743Z,False,False,True,True,False,,feat: Implement New Game functionality for Issue #3,"feat: Implement New Game functionality for Issue #3

- Add playAgain loop to allow multiple games
- Implement askToPlayAgain() method for game restart
- Refactor main() to use playGame() method for better organization
- Maintain all existing ship damage tracking and sunk ship announcement functionality",,unknown
A01,5907,42,feature/issue-3-us-03-track-ship-damage-announ,canceled,6f8aa42e2ee710c3771e175e899d01392f38ab04,2025-10-12T03:52:22.009Z,,2025-10-12T04:01:22.664Z,,,canceled,,,2025-10-12T04:01:22.168Z,canceled,,,2025-10-12T04:01:22.226Z,False,False,True,True,False,,docs: Add Coding Agent report for Issue #3 implementation,docs: Add Coding Agent report for Issue #3 implementation,,unknown
A01,5908,43,feature/issue-3-us-03-track-ship-damage-announ,canceled,9cc2c0631ddae8ac9742f5953a4395ab1e803e56,2025-10-12T04:01:21.476Z,,2025-10-12T04:02:35.292Z,,,canceled,,,2025-10-12T04:02:34.691Z,canceled,,,2025-10-12T04:02:34.745Z,False,False,True,True,False,,test: add comprehensive tests for issue #3 (ship damage tracking and game completion),test: add comprehensive tests for issue #3 (ship damage tracking and game completion),,unknown
A01,5909,44,feature/issue-3-us-03-track-ship-damage-announ,canceled,02883abc3656a49ae4162fdd226a84bc761cfa84,2025-10-12T04:02:33.846Z,,2025-10-12T04:04:08.107Z,,,canceled,,,2025-10-12T04:04:07.415Z,canceled,,,2025-10-12T04:04:07.469Z,False,False,True,True,False,,test: add unit tests for ship damage tracking functionality,test: add unit tests for ship damage tracking functionality,,unknown
A01,5910,45,feature/issue-3-us-03-track-ship-damage-announ,canceled,a9b1d9c07a3971b1bff6f3212a241ab6cf8f2340,2025-10-12T04:04:06.753Z,,2025-10-12T04:05:51.173Z,,,canceled,,,2025-10-12T04:05:50.608Z,canceled,,,2025-10-12T04:05:50.646Z,False,False,True,True,False,,test: add unit tests for board damage tracking and game completion,test: add unit tests for board damage tracking and game completion,,unknown
A01,5911,46,feature/issue-3-us-03-track-ship-damage-announ,canceled,d9f37be85e369dbe28b85d724d90b0e9019cf04d,2025-10-12T04:05:50.016Z,,2025-10-12T04:09:46.391Z,,,canceled,,,2025-10-12T04:09:45.856Z,canceled,,,2025-10-12T04:09:45.894Z,False,False,True,True,False,,test: add unit tests for player damage tracking and loss detection,test: add unit tests for player damage tracking and loss detection,,unknown
A01,5912,47,feature/issue-3-us-03-track-ship-damage-announ,canceled,1e4c4efc00ac06c534a4eb43e31911fe9be24493,2025-10-12T04:09:45.229Z,,2025-10-12T04:10:32.658Z,,,canceled,,,2025-10-12T04:10:32.143Z,canceled,,,2025-10-12T04:10:32.185Z,False,False,True,True,False,,test: add unit tests for game completion and winner detection,test: add unit tests for game completion and winner detection,,unknown
A01,5913,48,feature/issue-3-us-03-track-ship-damage-announ,canceled,a7ca7b3ccb9c7a5d310e05ecea6e8d06365a3b1d,2025-10-12T04:10:31.582Z,,2025-10-12T04:15:59.213Z,,,canceled,,,2025-10-12T04:15:58.534Z,canceled,,,2025-10-12T04:15:58.584Z,False,False,True,True,False,,docs: add Testing Agent report for issue #3,docs: add Testing Agent report for issue #3,,unknown
A01,5914,49,feature/issue-3-us-03-track-ship-damage-announ,canceled,dcf69c378f583423527029a9bb8c78dc935ad4a2,2025-10-12T04:15:57.702Z,,2025-10-12T04:17:28.461Z,,,canceled,,,2025-10-12T04:17:27.689Z,canceled,,,2025-10-12T04:17:27.742Z,False,False,True,True,False,,docs: add Review Agent report for issue #3,docs: add Review Agent report for issue #3,,unknown
A01,5915,50,feature/issue-3-us-03-track-ship-damage-announ,canceled,a3c3f0c59009f28c53f00e0fae8776a0ccc78987,2025-10-12T04:17:26.872Z,,2025-10-12T04:20:55.024Z,,,canceled,,,2025-10-12T04:20:54.282Z,canceled,,,2025-10-12T04:20:54.334Z,False,False,True,True,False,,docs: update Review Agent report with comprehensive validation,docs: update Review Agent report with comprehensive validation,,unknown
A01,5916,51,feature/issue-3-us-03-track-ship-damage-announ,canceled,9e551857c63ad2b87bf9131ec98e3f873008acab,2025-10-12T04:20:53.381Z,,2025-10-12T04:26:06.727Z,,,canceled,,,2025-10-12T04:26:06.002Z,canceled,,,2025-10-12T04:26:06.054Z,False,False,True,True,False,,docs: update Coding Agent report for Issue #3 with current status,docs: update Coding Agent report for Issue #3 with current status,,unknown
A01,5917,52,feature/issue-3-us-03-track-ship-damage-announ,canceled,146bb21185c463a3c3ae90f4f09e169656458564,2025-10-12T04:26:05.164Z,,2025-10-12T04:29:44.703Z,,,canceled,,,2025-10-12T04:29:43.935Z,canceled,,,2025-10-12T04:29:44.026Z,False,False,True,True,False,,docs: update Testing Agent report for Issue #3 with verification status,docs: update Testing Agent report for Issue #3 with verification status,,unknown
A01,5918,53,feature/issue-3-us-03-track-ship-damage-announ,canceled,80551e38f4658170664282e80dab75c4b3565a75,2025-10-12T04:29:43.113Z,,2025-10-12T04:33:59.640Z,,,canceled,,,2025-10-12T04:33:58.924Z,canceled,,,2025-10-12T04:33:58.981Z,False,False,True,True,False,,docs: add Review Agent report v3 for Issue #3 with final validation,docs: add Review Agent report v3 for Issue #3 with final validation,,unknown
A01,5919,54,feature/issue-3-us-03-track-ship-damage-announ,canceled,3cabef38c00c9a423af4516fe5b502c17d7d49b0,2025-10-12T04:33:57.941Z,,2025-10-12T04:38:11.780Z,,,canceled,,,2025-10-12T04:38:11.163Z,canceled,,,2025-10-12T04:38:11.206Z,False,False,True,True,False,,docs: Add final Coding Agent report for Issue #3 implementation status,docs: Add final Coding Agent report for Issue #3 implementation status,,unknown
A01,5920,55,feature/issue-3-us-03-track-ship-damage-announ,canceled,f3cf7daaa442763cd24e8e073e456e2975161466,2025-10-12T04:38:10.323Z,,2025-10-12T04:40:30.855Z,,,canceled,,,2025-10-12T04:40:30.012Z,canceled,,,2025-10-12T04:40:30.090Z,False,False,True,True,False,,docs: add Testing Agent report for issue #3 (v3) - pipeline monitoring,docs: add Testing Agent report for issue #3 (v3) - pipeline monitoring,,unknown
A01,5921,56,feature/issue-3-us-03-track-ship-damage-announ,canceled,f3cf7daaa442763cd24e8e073e456e2975161466,2025-10-12T04:39:05.399Z,,2025-10-12T04:40:31.508Z,,,canceled,,,2025-10-12T04:40:30.740Z,canceled,,,2025-10-12T04:40:30.830Z,False,False,True,True,False,,docs: add Testing Agent report for issue #3 (v3) - pipeline monitoring,docs: add Testing Agent report for issue #3 (v3) - pipeline monitoring,,unknown
A01,5922,57,feature/issue-3-us-03-track-ship-damage-announ,canceled,07d5ce9d29cfe4e060031f2ffd7492c21903cc26,2025-10-12T04:40:28.997Z,,2025-10-12T04:46:19.093Z,,,canceled,,,2025-10-12T04:46:17.737Z,canceled,,,2025-10-12T04:46:17.801Z,False,False,True,True,False,,docs: add final Testing Agent report for issue #3 (v4) - testing complete,docs: add final Testing Agent report for issue #3 (v4) - testing complete,,unknown
A01,5923,58,feature/issue-3-us-03-track-ship-damage-announ,canceled,07d5ce9d29cfe4e060031f2ffd7492c21903cc26,2025-10-12T04:44:33.958Z,,2025-10-12T04:46:19.342Z,,,canceled,,,2025-10-12T04:46:18.558Z,canceled,,,2025-10-12T04:46:18.618Z,False,False,True,True,False,,docs: add final Testing Agent report for issue #3 (v4) - testing complete,docs: add final Testing Agent report for issue #3 (v4) - testing complete,,unknown
A01,5924,59,feature/issue-3-us-03-track-ship-damage-announ,failed,6978b856315aa4290cd84bc3f6df9904ccfb4eaf,2025-10-12T04:46:16.854Z,2025-10-12T07:57:39.906Z,2025-10-12T10:15:09.769Z,8245.0,11483.0,success,5.449672,2025-10-12T07:57:39.671Z,2025-10-12T07:57:45.121Z,failed,8239.586731,2025-10-12T07:57:49.992Z,2025-10-12T10:15:09.578Z,False,True,False,False,True,unknown_timeout,docs: add Review Agent report for issue #3 (v4) - infrastructure blockage documented,docs: add Review Agent report for issue #3 (v4) - infrastructure blockage documented,137.42,unknown
A01,5925,60,feature/issue-4-us-04-single-player-mode-vs-co,canceled,5cd31b12d85c6446dadca59d7b11bd4cc6e526a1,2025-10-12T04:48:27.032Z,,2025-10-12T04:49:08.474Z,,,canceled,,,2025-10-12T04:49:06.011Z,canceled,,,2025-10-12T04:49:06.113Z,False,False,True,True,False,,Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master',"Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master'

[US-02] Take turns firing with hit/miss feedback

Closes #2

See merge request simulationsprojects_bachelorarbeit_ivan_esau/ba_project_a01_battleship!2",,unknown
A01,5926,61,feature/issue-4-us-04-single-player-mode-vs-co,canceled,49f50ee653346017cd35b50f537f6b8000ecf5f9,2025-10-12T04:49:03.742Z,,2025-10-12T04:50:10.434Z,,,canceled,,,2025-10-12T04:50:07.689Z,canceled,,,2025-10-12T04:50:07.780Z,False,False,True,True,False,,feat: Add ComputerPlayer class for AI opponent,feat: Add ComputerPlayer class for AI opponent,,unknown
A01,5927,62,feature/issue-4-us-04-single-player-mode-vs-co,canceled,af2a67ef9b22159758ce1247a559cc61f1d10dfb,2025-10-12T04:50:05.653Z,,2025-10-12T04:51:15.775Z,,,canceled,,,2025-10-12T04:51:15.232Z,canceled,,,2025-10-12T04:51:15.272Z,False,False,True,True,False,,feat: Add ComputerAIService for AI shot selection,feat: Add ComputerAIService for AI shot selection,,unknown
A01,5928,63,feature/issue-4-us-04-single-player-mode-vs-co,canceled,1bea3d0c1152026ec5e494125dc9f566106769c8,2025-10-12T04:51:14.479Z,,2025-10-12T04:52:41.691Z,,,canceled,,,2025-10-12T04:52:41.123Z,canceled,,,2025-10-12T04:52:41.173Z,False,False,True,True,False,,feat: Update Game class to support ComputerPlayer and single-player mode,feat: Update Game class to support ComputerPlayer and single-player mode,,unknown
A01,5929,64,feature/issue-4-us-04-single-player-mode-vs-co,failed,9c0ca5191d3a27ff605ea16f6f05328edece0cbd,2025-10-12T04:52:40.508Z,2025-10-12T07:57:45.539Z,2025-10-12T07:57:50.141Z,4.0,11105.0,failed,4.503628,2025-10-12T07:57:45.307Z,2025-10-12T07:57:49.810Z,skipped,,,,True,False,False,False,False,,feat: Update GameService to support single-player mode and computer turns,feat: Update GameService to support single-player mode and computer turns,0.07,unknown
A01,5930,65,feature/issue-5-us-05-save-load-and-resume-a-m,canceled,5cd31b12d85c6446dadca59d7b11bd4cc6e526a1,2025-10-12T07:25:36.257Z,,2025-10-12T07:27:49.250Z,,,canceled,,,2025-10-12T07:27:48.754Z,canceled,,,2025-10-12T07:27:48.822Z,False,False,True,True,False,,Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master',"Merge branch 'feature/issue-2-us-02-take-turns-firing-with-h' into 'master'

[US-02] Take turns firing with hit/miss feedback

Closes #2

See merge request simulationsprojects_bachelorarbeit_ivan_esau/ba_project_a01_battleship!2",,unknown
A01,5931,66,feature/issue-5-us-05-save-load-and-resume-a-m,canceled,8d02cd0dd06c4a6f9c89e6d45a3c4e1cb0a03104,2025-10-12T07:27:48.049Z,,2025-10-12T07:29:08.815Z,,,canceled,,,2025-10-12T07:29:08.215Z,canceled,,,2025-10-12T07:29:08.243Z,False,False,True,True,False,,feat: Add FileService for game state serialization and deserialization,feat: Add FileService for game state serialization and deserialization,,unknown
A01,5932,67,feature/issue-5-us-05-save-load-and-resume-a-m,canceled,1ac71b24f07094828fddad1d56ea757d75eae36e,2025-10-12T07:29:07.540Z,,2025-10-12T08:20:53.394Z,,,canceled,,,2025-10-12T08:20:52.898Z,canceled,,,2025-10-12T08:20:52.956Z,False,False,True,True,False,,feat: Add save/load functionality to GameService,feat: Add save/load functionality to GameService,,unknown
